id,entity_id,entity_text,entity_label,entity_start,entity_end,entity_id_no,entity_lower,biocat,kingdom,canonical_name,scientific_name,taxon_id,parent_name_usage_id,accepted_name_usage_id,taxonomic_status,dataset_id,original_name_usage_id,scientific_name_authorship,generic_name,specific_epithet,infraspecific_epithet,taxon_rank,name_according_to,name_published_in,nomenclatural_status,taxon_remarks,phylum,class,order,family,genus,junk,multi,name_type,vernacular_source,multi_vernacular,accepted_id,species,iucn_red_list_category,bahamas,namibia,cameroon,kenya,madagascar,south_africa,model_organism,gbif_link
ircc_2070,NA,Octopus mimus,SPECIES,104,117,0,octopus mimus,TRUE,Animalia,Octopus mimus,"Octopus mimus Gould, 1852",2289665,2289226,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Octopus mimus,LC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/2289665
ircc_2128,NA,Tococa quadrialata,SPECIES,123,141,0,tococa quadrialata,TRUE,Plantae,Tococa quadrialata,Tococa quadrialata (Naudin) J.F.Macbr.,3871064,3188558,10805708,homotypic synonym,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/3871064
ircc_2128,NA,planta mirmecófita,SPECIES,424,442,0,planta mirmecófita,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_2189,NA,Zea mays,SPECIES,70,78,0,zea mays,TRUE,Plantae,Zea mays,Zea mays L.,5290052,2705049,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Zea mays,LC,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,https://www.gbif.org/species/5290052
ircc_2189,NA,Zea mays,SPECIES,368,376,0,zea mays,TRUE,Plantae,Zea mays,Zea mays L.,5290052,2705049,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Zea mays,LC,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,https://www.gbif.org/species/5290052
ircc_2492,NA,Caesalpinia spinosa,SPECIES,82,101,0,caesalpinia spinosa,TRUE,Plantae,Caesalpinia spinosa,Caesalpinia spinosa (Molina) Kuntze,2958521,6376667,5354727,homotypic synonym,f7053f73-74fb-4c9f-ab63-de28c61140c2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/2958521
ircc_2492,NA,Solanum betaceum,SPECIES,431,447,0,solanum betaceum,TRUE,Plantae,Solanum betaceum,Solanum betaceum Cav.,2930216,2928997,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Solanum betaceum,DD,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,https://www.gbif.org/species/2930216
ircc_2492,NA,Carica microcarpa,SPECIES,450,467,0,carica microcarpa,TRUE,Plantae,Carica microcarpa,Carica microcarpa Jacq.,7269677,7106306,7269680,homotypic synonym,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/7269677
ircc_2492,NA,Carica pubescens,SPECIES,470,486,0,carica pubescens,TRUE,Plantae,Carica pubescens,Carica pubescens (A.DC.) Lenne & C.Koch,2874487,7106306,3838768,synonym,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/2874487
ircc_2626,NA,Cyphomandra betacea,SPECIES,233,252,0,cyphomandra betacea,TRUE,Plantae,Cyphomandra betacea,"Cyphomandra betacea Cav., 1845",8032771,2928997,2930216,homotypic synonym,046bbc50-cae2-47ff-aa43-729fbf53f7c5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/8032771
ircc_2626,NA,Pernettya prostrata,SPECIES,255,274,0,pernettya prostrata,TRUE,Plantae,Pernettya prostrata,Pernettya prostrata (Cav.) DC.,8083690,8145372,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Pernettya prostrata,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/8083690
ircc_2626,NA,Berberis boliviana,SPECIES,277,295,0,berberis boliviana,TRUE,Plantae,Berberis boliviana,Berberis boliviana Lechl.,3981592,3033893,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Berberis boliviana,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/3981592
ircc_2626,NA,Rubus robustus,SPECIES,298,312,0,rubus robustus,TRUE,Plantae,Rubus robustus,Rubus robustus Genev.,8174688,2988638,NA,accepted,bae5856f-da10-4333-90a0-5a2135361b30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Rubus robustus,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/8174688
ircc_2627,NA,Renealma thyrsoidea,SPECIES,176,195,0,renealma thyrsoidea,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_2627,NA,Renealma thyrsoidea,SPECIES,363,382,0,renealma thyrsoidea,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_2627,NA,Hedychium coronarium,SPECIES,385,405,0,hedychium coronarium,TRUE,Plantae,Hedychium coronarium,Hedychium coronarium J.Koenig,7883492,2758595,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Hedychium coronarium,NE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,https://www.gbif.org/species/7883492
ircc_3979,NA,Zostera marina,SPECIES,230,244,0,zostera marina,TRUE,Plantae,Zostera marina,Zostera marina L.,2863967,2863960,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Zostera marina,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/2863967
ircc_3980,NA,Chelina Batista,SPECIES,332,347,0,chelina batista,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_4056,NA,Arquitectura genómica,SPECIES,28,49,0,arquitectura genómica,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_4165,NA,Peces marinos,SPECIES,64,77,0,peces marinos,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_4166,NA,Peces marinos,SPECIES,64,77,0,peces marinos,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_4483,NA,SERFOR debiendo,SPECIES,2526,2541,0,serfor debiendo,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_4484,NA,SERFOR debiendo,SPECIES,2437,2452,0,serfor debiendo,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_4563,NA,Mutisia acuminata,SPECIES,131,148,0,mutisia acuminata,TRUE,Plantae,Mutisia acuminata,Mutisia acuminata Ruiz & Pav.,3144188,4934058,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Mutisia acuminata,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/3144188
ircc_4563,NA,Mutisia cochabambensis,SPECIES,150,172,0,mutisia cochabambensis,TRUE,Plantae,Mutisia cochabambensis,Mutisia cochabambensis Hieron.,3144130,4934058,NA,accepted,f382f0ce-323a-4091-bb9f-add557f3a9a2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Mutisia cochabambensis,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/3144130
ircc_4563,NA,Mutisia lanata,SPECIES,174,188,0,mutisia lanata,TRUE,Plantae,Mutisia lanata,Mutisia lanata Ruiz & Pav.,4216670,4934058,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Mutisia lanata,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/4216670
ircc_4563,NA,Mutisia venusta,SPECIES,190,205,0,mutisia venusta,TRUE,Plantae,Mutisia venusta,Mutisia venusta S.F.Blake,4216115,4934058,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Mutisia venusta,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/4216115
ircc_4563,NA,Mutisia orbignyana,SPECIES,207,225,0,mutisia orbignyana,TRUE,Plantae,Mutisia orbignyana,Mutisia orbignyana Wedd.,3144151,4934058,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Mutisia orbignyana,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/3144151
ircc_4563,NA,Mutisia wuerdackii,SPECIES,227,245,0,mutisia wuerdackii,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_4724,NA,Rolando Rivera,SPECIES,122,136,0,rolando rivera,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_4725,NA,Rolando Rivera,SPECIES,206,220,0,rolando rivera,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_129,NA,Anomaloglossus baeobatrachus,SPECIES,103,131,0,anomaloglossus baeobatrachus,TRUE,Animalia,Anomaloglossus baeobatrachus,"Anomaloglossus baeobatrachus (Boistel & Massary, 1999)",2426229,2426205,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Anomaloglossus baeobatrachus,DD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/2426229
ircc_133,NA,Armadillidium présentes,SPECIES,96,119,0,armadillidium présentes,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_146,NA,Decticus verrucivorus,SPECIES,92,113,0,decticus verrucivorus,TRUE,Animalia,Decticus verrucivorus,"Decticus verrucivorus (Linnaeus, 1758)",1690685,1690683,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Decticus verrucivorus,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/1690685
ircc_204,NA,Zostera marina,SPECIES,40,54,0,zostera marina,TRUE,Plantae,Zostera marina,Zostera marina L.,2863967,2863960,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Zostera marina,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/2863967
ircc_204,NA,Zostera nolteii,SPECIES,58,73,0,zostera nolteii,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_214,NA,Sabellaria alveolata,SPECIES,40,60,0,sabellaria alveolata,TRUE,Animalia,Sabellaria alveolata,"Sabellaria alveolata (Linnaeus, 1767)",5199252,5198801,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Sabellaria alveolata,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/5199252
ircc_218,NA,Mazama avec,SPECIES,30,41,0,mazama avec,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_228,NA,Diaphorina citri,SPECIES,35,51,0,diaphorina citri,TRUE,Animalia,Diaphorina citri,"Diaphorina citri Kuwayama, 1908",2013312,2013240,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Diaphorina citri,NE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://www.gbif.org/species/2013312
ircc_278,NA,Danmarks Tekniske,SPECIES,269,286,0,danmarks tekniske,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_295,NA,Helichrysum italicum,SPECIES,19,39,0,helichrysum italicum,TRUE,Plantae,Helichrysum italicum,Helichrysum italicum (Roth) G.Don,3131614,3131108,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Helichrysum italicum,NE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,https://www.gbif.org/species/3131614
ircc_314,NA,Primula vulgaris,SPECIES,37,53,0,primula vulgaris,TRUE,Plantae,Primula vulgaris,Primula vulgaris Hill,8144051,8026112,NA,accepted,046bbc50-cae2-47ff-aa43-729fbf53f7c5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Primula vulgaris,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/8144051
ircc_319,NA,Loligo forbesii,SPECIES,86,101,0,loligo forbesii,TRUE,Animalia,Loligo forbesii,"Loligo forbesii Steenstrup, 1856",2290407,2289182,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Loligo forbesii,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/2290407
ircc_332,NA,Anopheles darlingi,SPECIES,23,41,0,anopheles darlingi,TRUE,Animalia,Anopheles darlingi,"Anopheles darlingi Root, 1926",1650149,1650098,NA,accepted,e2116003-7282-4547-bf24-dabe0a0d76ee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Anopheles darlingi,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/1650149
ircc_352,NA,paramuricea clavata,SPECIES,52,71,0,paramuricea clavata,TRUE,Animalia,Paramuricea clavata,"Paramuricea clavata (Risso, 1826)",2261251,2261237,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Paramuricea clavata,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/2261251
ircc_354,NA,Calamintha nepeta,SPECIES,130,147,0,calamintha nepeta,TRUE,Plantae,Calamintha nepeta,Calamintha nepeta Willk.,7639489,8916040,7757431,synonym,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/7639489
ircc_376,NA,Aedes aegypti,SPECIES,141,154,0,aedes aegypti,TRUE,Animalia,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)",1651891,7924646,NA,accepted,e2116003-7282-4547-bf24-dabe0a0d76ee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Aedes aegypti,NE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,https://www.gbif.org/species/1651891
ircc_442,NA,Phallusia mammillata,SPECIES,49,69,0,phallusia mammillata,TRUE,Animalia,Phallusia mammillata,"Phallusia mammillata (Cuvier, 1815)",2330609,2330598,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Phallusia mammillata,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/2330609
ircc_458,NA,pseudomonas entomophila,SPECIES,87,110,0,pseudomonas entomophila,TRUE,Bacteria,Pseudomonas entomophila,"Pseudomonas entomophila Mulet et al., 2012",8277655,3219881,NA,accepted,52a423d2-0486-4e77-bcee-6350d708d6ff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Pseudomonas entomophila,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/8277655
ircc_458,NA,Galleria mellonella,SPECIES,150,169,0,galleria mellonella,TRUE,Animalia,Galleria mellonella,"Galleria mellonella (Linnaeus, 1758)",1876542,1876536,NA,accepted,d8fb1600-d636-4b35-aa0d-d4f292c1b424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Galleria mellonella,NE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,https://www.gbif.org/species/1876542
ircc_460,NA,Macrobrachium rosenbergii,SPECIES,67,92,0,macrobrachium rosenbergii,TRUE,Animalia,Macrobrachium rosenbergii,"Macrobrachium rosenbergii (de Man, 1879)",2224546,2224508,NA,accepted,2d59e5db-57ad-41ff-97d6-11f5fb264527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Macrobrachium rosenbergii,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/2224546
ircc_481,NA,Fragaria vesca,SPECIES,53,67,0,fragaria vesca,TRUE,Plantae,Fragaria vesca,Fragaria vesca L.,3029817,3029779,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Fragaria vesca,NE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,https://www.gbif.org/species/3029817
ircc_487,NA,Prunus brigantina,SPECIES,60,77,0,prunus brigantina,TRUE,Plantae,Prunus brigantina,Prunus brigantina Vill.,3021637,3020559,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Prunus brigantina,NE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/3021637
ircc_601,NA,Aedes albopictus,SPECIES,61,77,0,aedes albopictus,TRUE,Animalia,Aedes albopictus,"Aedes albopictus (Skuse, 1894)",1651430,7924646,NA,accepted,e2116003-7282-4547-bf24-dabe0a0d76ee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Aedes albopictus,NE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,https://www.gbif.org/species/1651430
ircc_617,NA,Germes Infectieux,SPECIES,193,210,0,germes infectieux,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_818,NA,Ciona intestinalis,SPECIES,100,118,0,ciona intestinalis,TRUE,Animalia,Ciona intestinalis,"Ciona intestinalis (Linnaeus, 1767)",2329622,2329615,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Ciona intestinalis,NE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,https://www.gbif.org/species/2329622
ircc_821,NA,Aedes aegypti,SPECIES,94,107,0,aedes aegypti,TRUE,Animalia,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)",1651891,7924646,NA,accepted,e2116003-7282-4547-bf24-dabe0a0d76ee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Aedes aegypti,NE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,https://www.gbif.org/species/1651891
ircc_979,NA,Hydrocotyle fausse,SPECIES,54,72,0,hydrocotyle fausse,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_1770,NA,Phaeosaccion multiseriatum,SPECIES,19,45,0,phaeosaccion multiseriatum,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_4146,NA,tapis cynobactériens,SPECIES,89,109,0,tapis cynobactériens,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ircc_4562,NA,Brassica oleracea,SPECIES,43,60,0,brassica oleracea,TRUE,Plantae,Brassica oleracea,Brassica oleracea L.,3042845,3042506,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,Brassica oleracea,NE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,https://www.gbif.org/species/3042845
ircc_698,NA,Solanaceae,UNI,98,108,0,solanaceae,TRUE,Plantae,Solanaceae,Solanaceae,7717,1176,NA,accepted,7ddf754f-d193-4cc9-b351-99906754a03b,NA,,Solanaceae,,,family,NA,"Juss. In: Gen. Pl.: 124, nom. cons. (1789).",NA,,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,,FALSE,FALSE,taxonomic,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.gbif.org/species/7717
