id,reference_to_national_permit,lang
ircc_2874,"Application in Form-III for seeking approval for the invention on ""A herbal formulation for treating diseases of the mouth and maintain oral hygiene"" for obtaining IP Rights in India Indian Patent Application Number: 201631006539",en
ircc_2875,"Application in Form-III for seeking approval for the invention on ""Herbal biscuits and methods of preparation thereof"" for obtaining IP Rights in India Indian Patent Application Number: 1307/MUM/2011",en
ircc_2876,"Application in Form-III for seeking approval for the invention on ""Herbal compositions for prevention or control of plant pests"" for obtaining IP Rights in India Indian Patent Application Number: 245/KOL/2013",en
ircc_2877,"Application in Form-III for seeking approval for the invention on ""Improved Method for the detoxification of hemicellulose hydrolysate by combined treatment with lime and whey"" for obtaining IP Rights in India Indian Patent Application Number: 360/MUM/2013",en
ircc_2878,"Application in Form-III for seeking approval for the invention on "" A novel anti-angiogeneic, anti-cancer and anti-diabetic flavonoid, mazapotin"" for obtaining IP Rights in India Indian Patent Application Number: 5097/CHE/2012",en
ircc_2879,"Application in Form-III for seeking approval for the invention on ""Natural fabrics from plant fibres "" for obtaining IP Rights in India Indian Patent Application Number: 201741043976",en
ircc_2880,"Application in Form-III for seeking approval for the invention on ""Herbal composition for prevention and treatment of bloat in animals"" for obtaining IP Rights in India Indian Patent Application Number: 202/MUM/2007",en
ircc_2881,"Application in Form-III for seeking approval for the invention on ""A herbal formulation to enhance poultry immunity"" for obtaining IP Rights in India Indian Patent Application Number : 447/KOL/2011",en
ircc_2882,"Application in Form-III for seeking approval for the invention on ""Herbal composition for therapeutic management of osteoporosis and associated disorders"" for obtaining IP Rights in India Indian Patent Application Number: 201621019466",en
ircc_2883,"Application in Form-III for seeking approval for the invention on ""Corncob adsorbent for wastewater treatment"" for obtaining IP Rights in India Indian Patent Application Number: 201641009242",en
ircc_2884,"Application in Form-III for seeking approval for the invention on ""Nutritionally balanced feed compositions for modification of body fat composition in pigs"" for obtaining IP Rights in India Indian Patent Application Number : 1481/KOL/2009",en
ircc_2885,"Application in Form-III for seeking approval for the invention on ""Dyeing of textiles using dyes derived from agro-waste"" for obtaining IP Rights in India Indian Patent Application Number : 201741020543",en
ircc_2886,"Application in Form-III for seeking approval for the invention ""A Product Containing Anti - Inflammatory Principles from Brown Seaweeds and a Process Thereof'' for obtaining IP Rights in India Indian Patent Application Number: 5199/CHE/2012",en
ircc_2887,"Application in Form-III for seeking approval for the invention "" A Process of Isolation of Immunostimulatory Fraction Containing Flavonoids from Andrographis echioides "" for obtaining IP Rights in India Indian Patent Application Number: 3182/MUM/2014",en
ircc_2888,"Application in Form-III for seeking approval for the invention ""Anti-Microbial Formulation"" for obtaining IP Rights in India Indian Patent Application Number: 1367/KOL/2014",en
ircc_2889,"Application in Form-III for seeking approval for the invention ""fProcess for production of pigment from selected bacteria"" or obtaining IP Rights in India, Europe, Australia and United States of America",en
ircc_2890,"Application in Form-III for seeking approval for the invention ""'System and methods for improving productivity, health and life expectancy in Aquaculture industry'' for obtaining IP Rights in India, Singapore, Malaysia and United States of America Indian Patent Application Number: 201621030960",en
ircc_2891,"Application in Form-III for seeking approval for the invention ""Synergistic dietary supplement compositions for the prevention, treatment or control of inflammatory disorders"" for obtaining IP Rights in India, Japan, United States of America, South Korea, Brazil, Australia, Europe. Indian Patent Application Number: 531/CHE/2014",en
ircc_2892,"Application in Form-III for seeking approval for the invention ""'Method of treating sulphate containing water"" for obtaining IP Rights in India Indian Patent Application Number: 1289/KOL/2013",en
ircc_2893,"Application in Form-III for seeking approval for the invention ""A Herbal Based Tea Beverage with Stevia as Sweetening Agent "" for obtaining IP Rights in India Indian Patent Application Number: 201841023104",en
ircc_2894,"Application in Form- I for access of plants from Andhra Pradesh, Gujarat, Himachal Pradesh, Karnataka, Kerala, Maharashtra, Rajasthan, Tamil Nadu, Telanagana, Uttarakhand, Uttar Pradesh for research.",en
ircc_2895,"Application in Form-III for seeking approval for the invention on ""A Herbal Composition"" for obtaining IP Rights in India Indian Patent Application Number: 383/KOL/2010 Date of Filing: 2010-04-05",en
ircc_2896,"Application in Form-III for seeking approval for the invention on ""An Environmentally-Safe composition for the prevention on Internal breakdown disorders in Mango"" for obtaining IP Rights in India Indian Patent Application Number: 2203/CHE/2014",en
ircc_2897,"Application in Form-III for seeking approval for the invention on ""A pharmaceutical composition for treatment of Psoriasis"" for obtaining IP Rights in India Indian Patent Application Number: 1074/KOL/2008 Date of Filing: 2008-06-20",en
ircc_2898,"Application in Form-III for seeking approval for the invention on ""Method of Mass Production of Soilless Arbuscular Mycorrhizal (AM) Fungal Inoculum"" for obtaining IP Rights in India Indian Patent Application Number: 3817/CHE/2014",en
ircc_2899,"Application in Form-III for seeking approval for the invention on ""A novel composition comprising thermo tolerant and saline tolerant Trichoderma asperellum Biomass"" for obtaining IP Rights in India Indian Patent Application Number: 1469/CHE/2013",en
ircc_2900,"Application in Form-III for seeking approval for the invention on ""Process for the production of lactic acid from Aspergillus "" for obtaining IP Rights in India Indian Patent Application Number: 2077/MUM/2014 Date of Filing: 2014-06-26",en
ircc_2901,"Application in Form-III for seeking approval for the invention on ""Release of neem volatiles from substrates to control insect pests"" for obtaining IP Rights in India Indian Patent Application Number: 537/CHE/2007",en
ircc_2902,"Application in Form-III for seeking approval for the invention on ""Insecticide from seed extract"" for obtaining IP Rights in India Indian Patent Application Number: 3217/CHE/2008",en
ircc_2903,Application in Form II for seeking approval for transferring the results of research on microorganisms to non-Indian counterpart,en
ircc_2904,"Application in Form-III for seeking approval for the invention on ""Herbal compositions for treatment of fracture"" for obtaining IP Rights in India Indian Patent Application Number: 1919/CHE/2012",en
ircc_2905,"Application in Form-III for seeking approval for the invention on ""Methane reduction using plant secondary metabolites"" for obtaining IP Rights in India Indian Patent Application Number: 2954/CHE/2012 Date of Filing: 2012-07-20",en
ircc_2906,"Application in Form-III for seeking approval for the invention on ""Herbal exfoliate"" for obtaining IP Rights in India Indian Patent Application Number: 841/CHE/2009",en
ircc_2907,"Application in Form-III for seeking approval for the invention on ""A process for the extraction of phytoconstituents from plants"" for obtaining IP Rights in India Indian Patent Application Number: 219/DEL/2011",en
ircc_2908,"Application in Form-III for seeking approval for the invention on ""A process for the extraction and purification of tetrandrine"" for obtaining IP Rights in India Indian Patent Application Number: 201741016069 Date of Filing: 2017-05-08",en
ircc_2909,"Application in Form-II for transfer of research results of Trichoderma harziamum Th4d to M/s. Dhampur Bio Organics, Uttar Pradesh.",en
ircc_2910,"Application in Form-III for seeking approval for the invention on ""A process for producing silver nanoparticles impregnated surgical suture thread"" for obtaining IP Rights in India and International Patent (Patent Cooperation Treaty) Indian Patent Application Number: 306/CHE/2010 Date of Filing: 2010-02-08",en
ircc_2911,"Application in Form-III for seeking approval for the invention on ""Herbal composition for treatment of neurological disorder"" for obtaining IP Rights in India Indian Patent Application Number: 459/KOL/2011",en
ircc_2912,"Application in Form-III for seeking approval for the invention on ""Herbal soap"" for obtaining IP Rights in India Indian Patent Application Number: 320/KOL/2011",en
ircc_2913,"Application in Form-III for seeking approval for the invention on ""A Herbal composition for treatment of silent estrus in animals"" for obtaining IP Rights in India Indian Patent Application Number: 890/DEL/2011",en
ircc_2914,"Application in Form-III for seeking approval for the invention on ""A herbal formulation for treating disease caused by malarial parasite"" for obtaining IP Rights in India Indian Patent Application Number: 201611007753",en
ircc_2915,"Application in Form-III for seeking approval for the invention on ""Herbal Composition for treatment of High blood glucose, Cholesterol and Triglycerides in metabolic diseases"" for obtaining IP Rights in India. Indian Patent Application Number: 201611016327",en
ircc_2916,"Application in Form-III for seeking approval for the invention on ""Herbal composition for treatment and prevention of bacterial infection and respiratory distress in animals"" for obtaining IP Rights in India Indian Patent Application Number: 38/KOL/2014",en
ircc_2917,"Application in Form-III for seeking approval for the invention on ""Novel Synergistic herbal extract composition for use in treating malaria"" for obtaining IP Rights in India Indian Patent Application Number: 485/KOL/2011",en
ircc_2918,"Application in Form-III for seeking approval for the invention on ""Herbal formulation for the treatment of hair fall"" for obtaining IP Rights in India Indian Patent Application Number: 1178/CHE/2013",en
ircc_2919,"Application in Form-III for seeking approval for the invention on ""Herbal composition for therapeutic management of obesity"" for obtaining IP Rights in India Indian Patent Application Number: 20161103588",en
ircc_2920,"Application in Form-III for seeking approval for the invention on ""Herbal compositions for treatment of joint pain"" for obtaining IP Rights in India Indian Patent Application Number: 389/KOL/2013",en
ircc_2921,"Application in Form-III for seeking approval for the invention on ""Herbal composition for treating for menorrhagia"" for obtaining IP Rights in India Indian Patent Application Number: 930/DEL/2011",en
ircc_2922,"Application in Form-III for seeking approval for the invention on ""Herbal preparation for inducing milk secretion in animals"" for obtaining IP Rights in India Indian Patent Application Number: 497/KOL/2011",en
ircc_2923,"Application in Form-III for seeking approval for the invention on ""Development of gene specific probe and primers for detection of Indian isolate of mourilyan virus in Penaeus monodon shrimp by real time PCR"" for obtaining IP Rights in India Indian Patent Application Number: 2623/CHE/2013",en
ircc_2924,"Application in Form-III for seeking approval for the invention on ""Development of nested RT-PCR for detection of Indian isolate of Mourilyan virus in Penaeus monodon"" for obtaining IP Rights in India Indian Patent Application Number: 2622/CHE/2013",en
ircc_2925,"Application in Form-III for seeking approval for the invention on ""Anti-pre-cancer and anti-microbial herbal mouthwash and a process thereof"" for obtaining IP Rights in India Indian Patent Application Number: 1839/DEL/2010",en
ircc_2926,"Application in Form-III for seeking approval for the invention on ""A process for the isolation of Ursolic acid from plants"" for obtaining IP Rights in India Indian Patent Application Number: 361/DEL/2009",en
ircc_2927,"Application in Form-III for seeking approval for the invention on ""An efficient method for transformation in pigeon pea"" for obtaining IP Rights in India. Indian Patent Application Number: 201811012099",en
ircc_2928,"Application in Form-III for seeking approval for the invention on ""Herbal formulation for therapeutic management of obesity and associated disorders"" for obtaining IP Rights in India Indian Patent Application Number: 201611019482",en
ircc_2929,"Application in Form-III for seeking approval for the invention on ""Herbal formulation for the treatment or prevention of mastitis"" for obtaining IP Rights in India Indian Patent Application Number: 3754/MUM/2014",en
ircc_2930,"Application in Form-III for seeking approval for the invention on ""Method and system for sewage / wastewater treatment"" for obtaining IP Rights in India Indian Patent Application Number: 2941/DEL/2013",en
ircc_2931,"Application in Form-III for seeking approval for the invention on ""Herbal composition for therapeutic management of respiratory tract diseases"" for obtaining IP Rights in India. Indian Patent Application Number: 201611023229",en
ircc_2932,"Application in Form-III for seeking approval for the invention on ""A metal based collagenous substrate for scar-less wound healing and a process for the preparation thereof"" for obtaining IP Rights in India. Indian Patent Application Number: 201811029905",en
ircc_2933,"Application in Form-III for seeking approval for the invention on ""A novel retanning agent and a process for the preparation thereof"" for obtaining IP Rights in India Indian Patent Application Number: 2509/DEL/2014",en
ircc_2934,"Application in Form-III for seeking approval for the invention on ""Berry Fruit Shell as a Medium in Dual Media Water Purification Filter"" for obtaining IP Rights in India Indian Patent Application Number: 2299/MUM/2012",en
ircc_2935,"Application in Form-III for seeking approval for the invention ""A Method for Producing a Nyctanthes arbor- tristis Dye and its Applications"" for obtaining IP Rights in India Indian Patent Application Number: 2426/CHE/2009",en
ircc_2936,"Application in Form-III for seeking approval for the invention ""Natural Fibre Reinforces Industrial Safety Helmet"" for obtaining IP Rights in India Indian Patent Application Number: 201841000510",en
ircc_2937,"Application in Form-III for seeking approval for the invention ""Extraction of Natural fibers and Fabrication of a Bio- composite material using Bamboo, Agave, and Aloe vera "" for obtaining IP Rights in India and 196 countries Indian Patent Application Number: 3389/CHE/2014",en
ircc_2938,"Application in Form-III for seeking approval for the invention on ""'Production of high purity organic lactic acid and its salts and various applications thereof"" for obtaining IP Rights in India Indian Patent Application Number: 201941029553",en
ircc_2939,"Application in Form-III for seeking approval for the invention ""An organic natural microbial inhibitor"" for obtaining IP Rights in India, PCT, Canada, Europe, United Kingdom, Russian Federation, Australia, New Zealand and United States of America. Indian Patent Application Number: 201941021081 PCT Number: PCT/IN/2019/050727",en
ircc_2940,"Application in Form-III for seeking approval for the invention on ""A process and method for standardized extract of plants and pharmaceutical uses thereof"" for obtaining IP Rights in India Indian Patent Application Number: 496/DEL/2009",en
ircc_2941,"Application in Form-III for seeking approval for the invention on "" A novel bioactive compound isolated from the roots of a plant against other plants"" for obtaining IP rights in India. Patent Application No.- 2637/Del/2011",en
ircc_2942,"Application in Form-III for seeking approval for the invention on "" Anti- Acne composition"" for obtaining IP rights in India. Patent Application No.- 1292/MUM/2011",en
ircc_2943,"Application in Form-III for seeking approval for the invention on ""Novel DNA constructs compositions and methods to control phytopathogens "" for obtaining IP Rights in India Indian Patent Application Number: 2044/CHE/2015",en
ircc_2944,"Application in Form-III for seeking approval for the invention on ""A Phyto-Pharmaceutical Preparation Useful for the Treatment of Filaria Especially as a Macrofilaricidal Agent"" for obtaining IP rights in India. Patent Application No.-1695/DEL/2010",en
ircc_2945,"Application in Form-III for seeking approval for the invention on ""An Improved Process for Preparation of Chocolate Powder"" for obtaining IP rights in India. Patent Application No.- 2450/DEL/2009",en
ircc_2946,"Application in Form-III for seeking approval for the invention on "" A Process for the Production of Alkyl Coumarate Concentrate from Plants"" for obtaining IP rights in India. Patent Application No.- 201641001693",en
ircc_2947,"Application in Form-III for seeking approval for the invention on ""Technology for secondary protein extraction for seed treatment and foliar spray application"" for obtaining IP Rights in India",en
ircc_2948,Application in Form I for accessed of Sugarcane - Sacccharum offcinarum - Bagasse (900 tonne) from Karnataka for commercial utilization,en
ircc_2949,Application in Form I for accessed of Cellulosimicrobium cellulans - Whole Cell and DNA - 10 gm of soil samples from Wild - Karnataka for research purpose.,en
ircc_2950,"Application in Form-III for seeking approval for the invention ""Probiotic Formulation for Treatment of Gastrointestinal Disorders"" for obtaining IP Rights in India. Patent Application No. 201841033874",en
ircc_2951,"Application in Form-III for seeking approval for the invention on ""Herbal Compositions for Treatment or Prevention of Ephemeral Fever"" for obtaining IP rights in India. Patent Application No.- 3188/DEL/2012",en
ircc_2952,"Application in Form-III for seeking approval for the invention on"" A Novel Reconstituted Leather Sheet and a Process for the Preparation Therof"" for obtaining IP rights in India. Indian Patent Application No.- 3805/DEL/2013",en
ircc_2953,"Application in Form-III for seeking approval for the invention on ""A Process for the Preparation of Plant Extract That Can Inhibit a Neuronal Ligand-Gated Calcium Channel"" for obtaining IP rights in India. Indian Patent Application No.- 3616/CHE/2013",en
ircc_2954,"Application in Form-III for seeking approval for the invention on "" A Non-Destructive Method for Testing the Viability of Individual Cotton Seeds Using NIR Spectroscopy"" for obtaining IP rights in India. Patent Application No.- 3060/DEL/2014",en
ircc_2955,"Application in Form-III for seeking approval for the invention on"" Caseinophosphopeptides- Divalent Metal (Iron/Zinc) Nanocomplexes and Method of Preparation Thereof"" for obtaining IP rights in India. Indian Patent Application No.: 201711010975",en
ircc_2956,"Application in Form-III for seeking approval for the invention on"" Process and Composition for Preparing Instant Bottle Gourd Kheer Mix"" for obtaining IP rights in India. Indian Patent Application No.- 201711036553.",en
ircc_2957,"Application in Form-III for seeking approval for the invention on"" Process for Production and Extraction of Ectoine from Microorganism "" for obtaining IP rights in India. Indian Patent Application No.- 201841038327",en
ircc_2958,"Application in Form-III for seeking approval for the invention on "" A System and Method for Treatment of Problems by Herbal Solutions"" for obtaining IP rights in India. Indian Patent Application No.- 201711014574",en
ircc_2959,"Application in Form-III for seeking approval for the invention on "" A Herbal Composition Containing Animal waste and a Vegetable and a Method Thereof "" for obtaining IP rights in India.",en
ircc_2960,"Application in Form-III for seeking approval for the invention on"" Composition to Enhance Bio availability of Natural Compounds"" for obtaining IP rights in India and PCT. Indian Patent Application no.: 201741011124",en
ircc_2961,"Application in Form-III for seeking approval for the invention on "" Method of Preparation of Immunologically Active Adjuvant Bound Aqueous Brucella melitensis formulations and There Use of "" for obtaining IP rights in India. Indian Patent Application No.- 201711041176.",en
ircc_2962,"Application in Form-III for seeking approval for the invention on "" A Model System to Study Multistage Cancer, Where Normal Adherent Cells Undergo Transformation, When They are Prevented from Adhesion to the Substratum"" for obtaining IP rights in India, Australia, Switzerland, European Patent office, Spain, France, United Kingdom, Netherlands, United States of America, USB, PCT . Indian Patent Application No.- 0845/DEL/2008",en
ircc_2963,"Application in Form-III for seeking approval for the invention on"" A Process of Preparing a Wellness Beverage Containing Apple"" for obtaining IP rights in India. Indian Patent Application No.- 1559/CHE/2014",en
ircc_2964,"Application in Form-III for seeking approval for the invention on ""A Simplified Process for Purification of Kutkin from Picrorhiza kurroa Royle Ex Benth "" for obtaining IP rights in India. Indian Patent Application No.- 2021/DEL/2004",en
ircc_2965,"Application in Form-III for seeking approval for the invention on"" Eco-Friendly Dyeing Process for Different Fabrics Using Natural Yellow Color Extracted from Microorganisms"" for obtaining IP rights in India, Russian Federation, Germany, New Zealand, Belgium, Norway, Switzerland, Canada, Sri Lanka, Spain, Austria, China, Mexico, Iceland, Netherlands, United Kingdom, Hong Kong, Brazil, Denmark, Sweden, Thailand, Greenland, Poland, France, Indonesia, United States of America, South Africa, Bangladesh, Italy, Japan, Vietnam, Nepal.",en
ircc_2966,"Application in Form-III for seeking approval for the invention on "" Recovery Process of Metals from Printed Circuit Boards (PCBs) Using Microorganism"" for obtaining IP rights in India. Indian Patent Application No.- 202041002560A",en
ircc_2967,"Application in Form-III for seeking approval for the invention on "" Herbal Swabber for Revival of Insect Infested Plants and Process for Preparation Thereof "" for obtaining IP rights in India. Indian Patent Application No.- 201741042208",en
ircc_2968,"Application in Form-III for seeking approval for the invention on "" Development of Species - Specific PCR Primers for Identification of Animal DNA"" for obtaining IP rights in India. Patent Application No.- 43/MUM/2015",en
ircc_2969,"Application in Form-III for seeking approval for the invention on "" A Process of Plant Based Production of Solanesol "" for obtaining IP rights in India. Indian Patent Application No.- 3201/DEL/2015",en
ircc_2970,"Application in Form-III for seeking approval for the invention on ""Method for Production of Rhamnolipid"" for obtaining IP rights in India. Patent Application No.- 201631004581",en
ircc_2971,"Application in Form-III for seeking approval for the invention on ""A Herbal Emulsion Based Formulation Useful for Vulvovaginal Candidiasis and A Process for the Preparation Thereof"" for obtaining IP rights in India. Patent Application No.- 201811036418",en
ircc_2972,"Application in Form-III for seeking approval for the invention on ""Collagenous Cream Composition for Biomedical Application and a Process for the Preparation Thereof"" for obtaining IP rights in India. Patent Application No.- 3554/DEL/2015",en
ircc_2973,"Application in Form-III for seeking approval for the invention on ""Gastroretentive Sustained Release Formulations of Bergenia ciliata "" for obtaining IP rights in India. Patent Application No.- 201711036683",en
ircc_2974,"Application in Form-III for seeking approval for the invention on"" Method of Invito Culturing of a Symbiont in a Fungal - Symbiosis"" for obtaining IP rights in India. Indian Patent Application No.- 201941028007",en
ircc_2975,"Application in Form-III for seeking approval for the invention on ""Neoteric Combination of Slaked Lime and Mint Leaves for Cosmetics"" for obtaining IP rights in India. Patent Application No.- 201941002029",en
ircc_2976,"Application in Form-III for seeking approval for the invention on "" B & T Cell Specific Peptides for the Diagnosis of Leptospirosis"" for obtaining IP rights in India. Indian Patent Application No.- 4438/CHE/2015",en
ircc_2977,"Application in Form-III for seeking approval for the invention on "" A Unique Alcoholic Beverage from Plants and a Process for Production Thereof"" for obtaining IP rights in India. Patent Application No.- 5285/CHE/2012",en
ircc_2978,"Application in Form-III for seeking approval for the invention on "" A Synergistic Herbal Composition for Treating Bloat"" for obtaining IP rights in India"". Indian Patent Application No.- 201711018161",en
ircc_2979,"Application in Form-III for seeking approval for the invention on titled ""Detection kit for Aeromonas hydrophila infection in fish and method of detecting the same"" for obtaining IP Rights in India Indian Patent Application Number: 1175/KOL/2015 dated 19.11.2015",en
ircc_2980,"Application in Form-III for seeking approval for the invention on ""Novel compound as an antiviral agent against the Asian and East Central South African genotypes of Chicken Guinea virus and methods for producing the same "" for obtaining IP Rights in India Indian Patent Application Number : 3267/CHE/2014",en
ircc_2981,"Application in Form-III for seeking approval for the invention on ""Herbal composition for ophthalmic formulation"" for obtaining IP Rights in India Indian Patent Application Number: 201711034779 Date of Filing: 29-09-2017",en
ircc_2982,"Application in Form-III for seeking approval for the invention on ""Cleaning composition for farm produce"" for obtaining IP Rights in India Indian Patent Application Number: 2641/MUM/2011",en
ircc_2983,"Application in Form-III for seeking approval for the invention on ""An improved process for the preparation of natural vanilla extract"" for obtaining IP Rights in India, Madagascar Indian Patent Application Number: 1895/DEL/2007 WO patent application number: PCT/IN08/00529 MG Patent Application Number: 2010/009 Patent no. 477 dt: 22-12-2010",en
ircc_2984,"Application in Form-III for seeking approval for the invention on ""An improved process for the isolation of 2, 5-dihydroxy-1, 4-benzoquinone derivatives like embelin from natural resources"" for obtaining IP Rights in India Indian Patent Application Number : 1711/DEL/2007",en
ircc_2985,"Application in Form-III for seeking approval for the invention on ""A modified process of purification of Phaseolus vulgaris (French Beans) Alkaline phosphatase by aqueous two phase extraction"" for obtaining IP Rights in India Indian Patent Application Number: 807/DEL/2012",en
ircc_2986,"Application in Form-III for seeking approval for the invention on ""A fermented Immuno- modular beverage and process for the preparation thereof"" for obtaining IP Rights in India Indian Patent Application Number: 101/DEL/2012",en
ircc_2987,"Application in Form-III for seeking approval for the invention on ""Technology development for production of non-alcoholic naturally carbonated beverage from fruit juice"" for obtaining IP Rights in India Indian Patent Application Number: 1411/DEL/2009",en
ircc_2988,"Application in Form II for seeking approval for transferring the results of research on ""Screening the activity of Peptides against pathogenic bacteria including antibiotic resistant strains like MRSA"" from Rajiv Gandhi Centre for Biotechnology (RGCB) to Oklahoma Medical Research Foundation, USA",en
ircc_2989,"Application in Form-III for seeking approval for the invention on ""Herbal Pharmaceutical formulation for cataract and process of preparation thereof"" for obtaining IP Rights in India Indian Patent Application Number: 201631042903",en
ircc_2990,"Application in Form-III for seeking approval for the invention on ""Herbal compositions for prevention and treatment of stress and as a feed additive in birds"" for obtaining IP Rights in India Indian Patent Application number : 54/KOL/2014",en
ircc_2991,"Application in Form-III for seeking approval for the invention on ""Herbo-mineral formulation for the management of maturity onset Diabetes Mellitus"" for obtaining IP Rights in India Indian Patent Application Number: 2645/DEL/2005",en
ircc_2992,"Application in Form-III for seeking approval for the invention on ""Herbal composition for therapeutic management of diseases of the respiratory tract"" for obtaining IP Rights in India Indian Patent Application Number: 201611019574",en
ircc_2993,"Application in Form-III for seeking approval for the invention on ""An oral extract composition for using in treating cerebral malaria"" for obtaining IP Rights in India Indian Patent Application Number: 1177/KOL/2012",en
ircc_2994,"Application in Form-III for seeking approval for the invention on ""Herbal formulation for treating disease and complications caused by Malarial parasite"" for obtaining IP Rights in India Indian Patent Application Number: 201611007751",en
ircc_2995,"Application in Form-III for seeking approval for the invention on ""A herbal formulation for treating disease and complications caused by the malarial parasites"" for obtaining IP Rights in India Indian Patent Application Number : 201631007760",en
ircc_2996,"Application in Form-III for seeking approval for the invention on ""A process for the mass production of Bacillus thuringiensis (Bt) biocide using millet grain based agro-medium"" for obtaining IP Rights in India Indian Patent Application Number: 1627/DEL/2008",en
ircc_2997,"Application in Form-I for accessing ""Rice varieties from University of Agriculture, GKVK Campus, Karnataka"" for commercial utilization.",en
ircc_2998,"Application in Form-III for seeking approval for the invention on ""A process for preparation of feta cheese from buffalo milk using microbial rennet"" for obtaining IP Rights in India Indian Patent Application Number:128/DEL/2011",en
ircc_2999,"Application in Form-III for seeking approval for the invention on ""A method for isolation of 4-Chloro-6-Methyl-2-{Trichloromethyl} Quinazoline from plants and its antibacterial property"" for obtaining IP Rights in India Indian Patent Application Number: 1970/DEL/2012",en
ircc_3000,"Application in Form-III for seeking approval for the invention on "" Herbal compositions for treatment or prevention of inflammatory diseases"" for obtaining IP Rights in India Indian Patent Application Number: 1044/CHE/2011",en
ircc_3001,"Application in Form-III for seeking approval for the invention on ""Herbal composition and medicament thereof for treating epilepsy"" for obtaining IP Rights in India Indian Patent Application Number: 735/KOL/2012",en
ircc_3002,"Application in Form-III for seeking approval for the invention on ""Composite feed additive for reducing methane emission and improving fibre utilization in ruminants"" for obtaining IP Rights in India Indian Patent Application Number: 201711046302",en
ircc_3003,"Application in Form-III for seeking approval for the invention on ""Herbal compositions for and medicaments thereof for treatment of filariasis"" for obtaining IP Rights in India Indian Patent Application Number: 428/KOL/2011",en
ircc_3004,"Application in Form-III for seeking approval for the invention on ""Herbal composition for treatment of liver disorder"" for obtaining IP Rights in India Indian Patent Application Number: 542/KOL/2012",en
ircc_3005,"Application in Form-III for seeking approval for the invention ""Liquid Bioinoculant of Azotobacter chroococcum and the process thereof "" for obtaining IP Rights in India Indian Patent Application Number: 518/DEL/2011",en
ircc_3006,"Application in Form-III for seeking approval for the invention on ""Techno-economic drying of microalgae by frame ooze out technique (FOOT)"" for obtaining IP Rights in India Indian Patent Application Number: 201641042909",en
ircc_3007,"Application in Form-III for seeking approval for the invention Process for production of carotenoids from selected marine bacteria for obtaining IP Rights in India, Europe, USA, Australia",en
ircc_3008,"Application in Form-III for seeking approval for the invention on ""A Repellent Agent and a Process for the Preparation Thereof "" for obtaining IP Rights in India Indian Patent Application Number: 1733/DEL/2006",en
ircc_3009,"Application in Form-III for seeking approval for the invention on ""A Method for Isolation of Bioactive Compounds, Including 1,2 Pyridinyl Ethanone and Eugenol from Piper betel and its Antibacterial Use "" for obtaining IP Rights in India Indian Patent Application Number: 1601/DEL/2012",en
ircc_3010,"Application in Form-III for seeking approval for the invention on ""Herbal composition and medicament to increase and thereby improve milk yield in livestock"" for obtaining IP Rights in India Indian Patent Application Number: 1453/KOL/2012",en
ircc_3011,"Application in Form-III for seeking approval for the invention on """"A Bioactive Extract of Curry Leaf ( Murraya koenigii) for treatment of PC-12 Cells"" for obtaining IP Rights in India Indian Patent Application Number: 2552/DEL/2011",en
ircc_3012,"Application in Form-III for seeking approval for the invention ""Herbal composition to control ectoparasite infestation among livestock"" for obtaining IP Rights in India Indian Patent Application Number: 201621043104",en
ircc_3013,"Application in Form-III for seeking approval for the invention ""A herbal composition for treatment or prevention of pain"" for obtaining IP Rights in India Indian Patent Application Number: 1033/MUM/2011",en
ircc_3014,Application in Form-I for access and isolation of microorganisms from Ganga river water for research purpose.,en
ircc_3015,"Application in Form-I for access of Biological resource from fresh water from Uttarakhand, Himachal Pradesh and Assam for research purpose.",en
ircc_3016,Application in Form-I for access of microorganisms from Gujarat and Maharashtra for research purpose.,en
ircc_3017,"Application in Form-III for seeking approval for the invention on ""A Herbal formulation for treating Cancer"" for obtaining IP Rights in India",en
ircc_3018,"Application in Form-III for seeking approval for the invention on ""Spoorthi - Mulberry leaf health drink and process thereof"" for obtaining IP Rights in India Indian Patent Application Number:1898/CHE/2005",en
ircc_3019,"Application in Form-III for seeking approval for the invention on ""Induction of colour to fibroin in silkworm"" for obtaining IP Rights in India Indian Patent Application Number: 3848/CHE/2010",en
ircc_3020,"Application in Form-III for seeking approval for the invention on ""Construction of mutant strain of fungi for enhanced galactose utilization"" for obtaining IP Rights in India Indian Patent Application Number: 201711030808",en
ircc_3021,"Application in Form-III for seeking approval for the invention on ""Herbal formulation for treating disease of the mouth and to maintain oral hygiene"" for obtaining IP Rights in India Indian Patent Application Number: 201621006540",en
ircc_3022,"Application in Form-III for seeking approval for the invention on ""A herbal composition (Fc) for the treatment of cervical cancer"" for obtaining IP Rights in India Indian Patent Application number :2039/MUM/2010",en
ircc_3023,"Application in Form-III for seeking approval for the invention on "" Veterinary herbal compositions and medicaments thereof "" for obtaining IP Rights in India Indian patent Application Number : 1013/CHE/2011",en
ircc_3024,"Application in Form-III for seeking approval for the invention on ""Veterinary herbal compositions for and medicaments thereof"" for obtaining IP Rights in India Indian Patent Application Number : 1033/CHE/2011",en
ircc_3025,"Application in Form-III for seeking approval for the invention on ""Lolduvin-s (A Bioactive Protein)"" for obtaining IP Rights in India Indian Patent Application Number: 481/CHE/2012",en
ircc_3026,"Application in Form-III for seeking approval for the invention on ""Herbal formulation for the control of agriculture pests"" for obtaining IP Rights in India Indian Patent Application Number: 262/MUM/2007",en
