text,id,lang
"El usuario tiene derecho de acceder a recursos genéticos contenidos en moscas de la familia Tephritidae, para el desarrollo y cumplimiento de los objetivos del proyecto “Taxonomía e historia natural de las moscas del Perú, especialmente de la familia Tephritidae (Diptera)”. El contrato autoriza una investigación sin fines comerciales. Cualquier modificación en la utilización de los recursos genéticos, que implique la variación de actividades no comerciales a actividades comerciales, requerirá un nuevo contrato de acceso con fines comerciales. El usuario no podrá solicitar patentes u otros derechos de propiedad intelectual sobre el material genético accedido o de la información derivada del acceso a dichos recursos genéticos, productos derivados y el componente intangible asociados a estos.",ircc_421,es
"El usuario tiene derecho de acceder a recursos genéticos contenidos en muestras de 824 pedazos de hojas de especies de flora silvestre, para el desarrollo y cumplimiento de los objetivos del proyecto “Aplicación de la tecnología de DNA barcoding para facilitar determinaciones taxonómicas y relaciones filogenéticas de las comunidades florísticas de los bosques de la cuenca del río Madre de Dios, Perú”. El contrato autoriza una investigación sin fines comerciales. Cualquier modificación en la utilización de los recursos genéticos, que implique la variación de actividades no comerciales a actividades comerciales, requerirá un nuevo contrato de acceso con fines comerciales. El usuario no podrá solicitar derechos de propiedad intelectual sobre el material genético accedido o de la información derivada del acceso a dichos recursos genéticos, productos derivados y el componente intangible asociado a éstos.",ircc_422,es
"El usuario tiene derecho a acceder a los recursos genéticos contenidos en muestras de piel y sangre de la especie Pacari tajacu “Sajino”, para el desarrollo y cumplimiento de los objetivos del proyecto “Caracterización fenotípica-genotípica del Pecari tajacu (Linnaeus 1758) e implicancia en la viabilidad y conservación de la especie mediante el uso de herramientas de genética y genómica poblacional de la Región Loreto”. El contrato autoriza una investigación sin fines comerciales. Cualquier modificación en la utilización de los recursos genéticos, que implique la variación de actividades no comerciales a actividades comerciales, requerirá un nuevo contrato de acceso con fines comerciales. El usuario no podrá solicitar patentes u otros derechos de propiedad intelectual sobre el material genético accedido o de la información derivada del acceso a dichos recursos genéticos, productos derivados y el componente intangible asociados a estos.",ircc_423,es
"El usuario tiene derecho a acceder a los recursos genéticos contenidos en muestras de heces del oso andino, para el desarrollo y cumplimiento de los objetivos del proyecto “Sexaje molecular a partir de heces en osos de anteojos ( Tremarctos omatus )”. El contrato autoriza una investigación sin fines comerciales. Cualquier modificación en la utilización de los recursos genéticos, que implique la variación de actividades no comerciales a actividades comerciales, requerirá un nuevo contrato de acceso con fines comerciales. El usuario no podrá solicitar patentes u otros derechos de propiedad intelectual sobre el material genético accedido o de la información derivada del acceso a dichos recursos genéticos, productos derivados y el componente intangible asociado a éstos.",ircc_424,es
"El USUARIO tiene derecho a acceder a los derivados de recursos genéticos contenidos en especies de flora silvestre (representados en extractos de muestras pulverizadas o trituradas por especie), para el desarrollo y cumplimiento de los objetivos del proyecto “Investigación de plantas leñosas peruanas con posibilidad medicinal”. El contrato autoriza una investigación sin fines comerciales. Cualquier modificación en la utilización de los recursos genéticos, que implique la variación de actividades no comerciales a actividades comerciales, requerirá un nuevo contrato de acceso con fines comerciales. El usuario no podrá solicitar patentes u otros derechos de propiedad intelectual sobre el material genético accedido o de la información derivada del acceso a dichos recursos genéticos, derivados y el componente intangible asociados a estos.",ircc_425,es
"El usuario autorización tiene derecho de acceder a recursos genéticos contenidos en muestras de tejido (músculo pectoral, corazón, cerebro, hígado) de especies de la clase Aves para el desarrollo y cumplimiento de objetivos del proyecto de investigación: “Patrones evolutivos de aves neotropicales”. El contrato autoriza una investigación sin fines comerciales. Cualquier modificación en la utilización de los recursos genéticos, que implique la variación de actividades no comerciales a actividades comerciales, requerirá un nuevo contrato de acceso con fines comerciales. El usuario no podrá solicitar patentes u otros derechos de propiedad intelectual sobre el material genético accedido o de la información derivada del acceso a dichos recursos genéticos, productos derivados y el componente intangible asociados a estos.",ircc_545,es
"LA USUARIA tiene derecho al acceso a los recursos genéticos proveniente de las muestras de flora silvestre colectadas en el marco del proyecto: “Entendiendo el efecto de la altitud en los cambios de polinizadores de abejas de orquídeas a colibríes ermitaños en las plantas del género Costus (Familia Costaceae, nombre común ‘caña agria’)”, sin fines comerciales, para determinar molecularmente la especie Costus guanaiensis de las poblaciones obtenidas de clones de un transplante recíproco entre poblaciones de diferentes gradientes altitudinales, cuyo propósito es entender el efecto de la altitud en los desplazamientos de polinizadores en las plantas del género Costus (Familia Costaceae). El contrato autoriza una investigación sin fines comerciales y no implica beneficio económico alguno por los resultados obtenidos. La USUARIA deberá mantener la naturaleza del contrato y ceñirse al Plan de investigación aprobado. Cualquier modificación en la utilización de los recursos genéticos, que implique la variación de actividades no comerciales a actividades comerciales, requerirá el inicio de un nuevo procedimiento de acceso. LA USUARIA podrá patentar únicamente los productos o procedimientos que hayan sido obtenidos o desarrollados a partir de recursos genéticos o de sus productos derivados.",ircc_547,es
"El USUARIO tiene derecho a acceder a los recursos genéticos de tortugas, provenientes de la Reserva Nacional Pacaya Samiria – RNPS de la Región Loreto, para el desarrollo y cumplimiento de los objetivos del proyecto “Caracterización genética de tortugas Taricaya ( Podocnemis unifilis ): una herramienta potencial para el control del comercio ilegal”. El contrato autoriza al USUARIO una investigación sin fines comerciales que deberá ceñirse al Plan de Investigación aprobado por el PROVEEDOR. La variación a actividades comerciales requerirá el inicio de un nuevo procedimiento de acceso. El USUARIO no podrá solicitar patentes u otros derechos de propiedad intelectual sobre el material genético accedido o de la información derivada del acceso a dichos recursos genéticos.",ircc_548,es
"El USUARIO tiene derecho a acceder los recursos genéticos contenidos en las muestras de aceites esenciales para el desarrollo del proyecto de investigación: “Microencapsulación de aceites esenciales de plantas nativas para el control de la prevalencia de enfermedades microbiológicas en la producción de pollos de engorde de la Región La Libertad”, con el propósito de utilizarlos para la obtención de pollos de engorde con sustancias químicas naturales que no afecten la salud de los consumidores. El contrato autoriza una investigación sin fines comerciales y el USUARIO debe mantener la naturaleza del contrato y ceñirse al Plan de Investigación aprobado. Cualquier modificación en la utilización de los recursos genéticos que implique la variación a actividades comerciales, requerirá el inicio de un nuevo procedimiento de acceso. El USUARIO podrá patentar únicamente los productos o procedimientos que hayan sido obtenidos o desarrollados a partir de recursos genéticos o de sus productos derivados.",ircc_549,es
"El usuario tiene derecho de acceder a recursos genéticos contenidos en muestras de tejido y sangre de ocho (8) especies de anátidos, para el desarrollo de actividades y cumplimiento de los objetivos del proyecto “Análisis del polimorfismo de la hemoglobina y los genes y la respuesta a hipoxia en los patos andinos”. El contrato autoriza una investigación, sin fines comerciales. Cualquier modificación en la utilización de los recursos genéticos, que implique la variación de actividades no comerciales a actividades comerciales, requerirá el inicio de un nuevo procedimiento de acceso. El usuario no podrá solicitar patentes u otros derechos de propiedad intelectual sobre el material genético accedido o de la información derivada del acceso a dichos recursos genéticos, productos derivados y el componente intangible asociados a estos.",ircc_550,es
"El usuario tiene derecho de acceder a recursos genéticos de muestras de sangre e hígado de pericos del género Pyrrhura , para desarrollar y cumplir los objetivos del proyecto: “Investigación de la relación taxonómica de los pericos Pyrrhura del Purús”. El contrato autoriza una investigación, sin fines comerciales. Cualquier modificación en la utilización que implique la variación de actividades no comerciales a actividades comerciales, requerirá el inicio de un nuevo procedimiento de acceso. El usuario no podrá solicitar patentes u otros derechos de propiedad intelectual sobre el material genético accedido o de la información derivada del acceso a dichos recursos genéticos, productos derivados y el componente intangible asociados a estos.",ircc_551,es
"El USUARIO tiene derecho a acceder a los recursos genéticos contenidos en muestras de hojas, cambium y madera de especies forestales para el desarrollo y cumplimiento de los objetivos del proyecto “Monitoreo genético de la madera en la Amazonía Peruana”. El contrato autoriza una investigación sin fines comerciales. Cualquier modificación en la utilización de los recursos genéticos, que implique la variación de actividades no comerciales a actividades comerciales, requerirá un nuevo contrato de acceso con fines comerciales. El USUARIO no podrá solicitar patentes u otros derechos de propiedad intelectual sobre el material genético accedido o de la información derivada del acceso a dichos recursos genéticos, productos derivados y el componente intangible asociado a estos.",ircc_553,es
"La autorización abarca desde la recolección hasta la utilización, elaboración y comercialización de productos para la recopilación y salud capilar.",ircc_694,es
Autorización concedida exclusivamente con fines de investigación no comercial.,ircc_696,es
Autorización concedida exclusivamente para investigación con fines no comerciales.,ircc_697,es
"Proyecto de investigación: Intercambio genómico entre cianofitas y plantas y su diversidad genética. Objetivo: Investigar la diversidad genética de las cianobacterias (cianófitas) en antocerotes y zamias. Estudiar el intercambio genómico entre las cianobacterias en simbiosis con plantas. Los antocerotes serán colectados en el Valle de Antón (Panamá) y luego el ADN de las cianobacterias será extraído en el Instituto Smithsonian de Investigaciones Tropicales (STRI-Panamá), y será analizado en la Universidad de Laval (Quebec, Canadá). Se colectarán porciones de las raíces coralinas de 50 plantas de ambas especies de Zamia. Cada raíz será procesada para ADN y ARN, para estudiar la diversidad genética de las cianobacterias. Se estudiarán la cantidad de movimiento genético entre las plantas y las cianobacterias usando la siguiente generación de secuenciación. Los análisis genéticos serán efectuados en Panamá y Canadá. Los antocerotes serán cultivados en agar y se mantendrán en Panamá y Canadá. Dos de las cuatro semillas de Zamia nana han sido cultivadas por el Dr. Alberto Taylor (Panamá). Las otras dos semillas serán llevadas a la Universidad de Laval para cultivos axénicos. Luego cuando la planta tenga un tamaño adecuado será secuenciada en Panamá y la Universidad de Laval (Canadá).",ircc_699,es
Las condiciones o limitaciones de uso están contenidas en la carta de compromiso firmada por el investigador responsable. Uso autorizado. Acorde a los objetivos de la investigación: Estudiar los procesos y mecanismos que determinan la adaptación y diversidad de organismos de agua dulce de Panamá. 1. Determinar la diversidad genética y fenotípica en organismos de agua dulce en Panamá. 2. Desarrollar marcadores moleculares y utilizar técnicas de secuenciación de próxima generación para el estudio de la diversificación adaptativa de organismos de agua dulce. 3. Aplicar código de barras de ADN para estimar la diversidad de especies de organismos de agua dulce. 4. Cuantificar la estructura trófica de las comunidades de agua dulce en Panamá. 5. Cuantificar las variables ambientales que influencian la adaptación en organismos de agua dulce en Panamá. 6. Determinar la comunidad microbiana asociada a peces de agua dulce e insectos acuáticos (Gerridae). 7. Cuantificar la comunidad microbioma asociada a peces de agua dulce e insectos acuáticos (Gerridae). Análisis moleculares e isótopos estables. Aplicación de herramientas de secuenciación de ADN de nueva generación. Desarrollar librerías de ADN genómico enriquecido y técnicas de secuenciación de próxima generación. La genotipificación y la secuenciación se llevará a cabo en laboratorios de genómica internacionales.Estos análisis se desarrollarán en laboratorios especializados de los Estados Unidos de América. &#10;&#9;&#9;,ircc_700,es
"Título de la investigación (uso autorizado): Extracción y caracterización de compuestos aromáticos de plantas de la Reserva Natural Punta Patiño, Darién, Panamá. Objetivos (uso autorizado): Extraer compuestos aromáticos de varias especies de plantas de la Reserva Natural Privada Punta Patiño, y caracterización en laboratorio.",ircc_701,es
"Uso autorizado cubiertos por el permiso de investigación: Censo de monos Cariblancos en el Parque Nacional Coiba. Censo para martillos de piedra (uso de herramientas en monos cariblancos) Parque Nacional Coiba. Fotografiar con cámaras trampa a los monos cariblancos usando piedras para abrir las almendras (Terminalia catappa). Observaciones del comportamiento y ecología de los monos cariblancos. Colecta de muestras de heces, orina y pelo para análisis genético.&#10;&#9;&#9;",ircc_703,es
"Uso autorizado: Investigación científica, acceso a recursos genéticos sin fines comerciales. Título de la investigación (proyecto): El papel de los microbios en el funcionamiento de los ecosistemas tropicales. Objetivo/propósito del proyecto de investigación (uso autorizado)/exportación: Estudios taxonómicos, identificación de especímenes, análisis genéticos evolutivos.",ircc_707,es
"Uso autorizado. Investigación científica, acceso a recursos genéticos sin fines comerciales. Uso autorizado (título de la investigación): Sistemática y ecología de garrapatas en Panamá. Uso autorizado: objetivo: Fortalecer el conocimiento científico sobre la biología de garrapatas en Panamá, a través de actualización de la línea base, adecuación de áreas y capacitaciones en un período de tres años.",ircc_708,es
Uso autorizado. Investigación científica sin fines comerciales. Proyecto: Un estudio epidemiológico de la diseminación de Batrachochytrichium dendrobatidis (Bd) en toda Centroamérica. objetivo (uso autorizado): Examinar los microbiomas de la piel de anfibios.,ircc_709,es
Proyecto de investigación (uso autorizado): La química de plantas y la ecología de comunidades de árboles forestales. Propósito de la exportación (uso): investigación científica de plantas sobre transferencias autorizadas son los cambios evolutivos genómicos.,ircc_710,es
La información correspondiente es de tipo confidencial y por lo tanto no se presenta.,ircc_711,es
"Uso autorizado: Permiso de investigación científica, acceso a recursos genéticos sin fines comerciales. Condiciones de acceso conforme a la carta de compromiso firmada por el solicitante Mahabir Gupta, al momento de la solicitud. Uso autorizado: Búsqueda y descubrimiento de moléculas pequeñas de origen vegetal con potencial como nuevos agentes agroquímicos y cosméticos. Determinar la composición química y actividad biológica de plantas aromáticas.",ircc_712,es
Título de la investigación (uso autorizado): La química de plantas y la ecología y evolución de comunidades de árboles forestales. Objetivo (uso autorizado): Colectar especies de árboles y otras plantas de Panamá para estudios metabólicos y de ecología.,ircc_713,es
"Participantes de la investigación: Roberto Ibáñez, Judith Smit, Andrew Cronin, Isabelle Van der Wiel, Rick Buesink, Floris Van Rhijn, Matias Muñoz.",ircc_714,es
"Título del proyecto de investigación (uso autorizado): Un estudio epidemiológico de la difusión de Batrachochytrium dendrobatidis (Bd) en toda América Central, con una investigación que acompaña a las bacterias asociadas a la piel de anfibios. Acceso a recursos genéticos sin fines comerciales. Propósito de la exportación (uso autorizado): Secuenciación de ADN para identificar los organismos presentes en cada muestra.",ircc_715,es
Uso autorizado: De conformidad con los objetivos de la investigación: Uso autorizado: Acceso a recursos genéticos sin fines comerciales.,ircc_716,es
"Para investigación científica. colecta de Peces marinos. Biología evolutiva (ecología, comportamiento, y genética de especies de peces marinos).",ircc_717,es
Autorización concedida exclusivamente con fines de investigación no comercial.,ircc_762,es
"El USUARIO tiene derecho al acceso a los recursos genéticos y derivados de microorganismos de muestras heces de la especie Nasua nasua “coatí de cola anillada”, en el marco del proyecto: “Microorganismos con potencial biotecnológico aislados de heces de coatí de cola anillada ( Nasua nasua ) relacionados con la producción de café “misha” y aplicación potencial en la fermentación de café para mejorar la calidad de taza”, para realizar el aislamiento de microorganismos con potencial fermentativo de café. Las obligaciones del contrato se encuentran establecidas y detalladas en el artículo 11 de la Resolución Directoral N.° D000059-2022-MIDAGRI-SERFOR-DGGSPFFS-DGSPF, entre las cuales se indica que EL USUARIO: a) podrá patentar únicamente los productos o procedimientos que hayan sido obtenidos o desarrollados a partir de recursos genéticos o de sus productos derivados accedidos; b) reclamar cualquier tipo de propiedad sobre el recurso genético per se o sus derivados; y c) utilizar los recursos genéticos accedidos para fines distintos a lo establecido en la autorización o contrato de acceso.",ircc_880,es
Se permiten la comercialización del ingrediente obtenido con previa información a la autoridad competente.,ircc_962,es
"Se enviará el material al Research Centre in Biodiversity and Genetic Resources (CIBIO) dependiente de la Universidad de Porto, Portugal",ircc_964,es
"Se realizarán actividades en cooperación con la Universidad de Liverpool, responsable Dr. Peeers Davies",ircc_965,es
No se considera transferencia a terceros.,ircc_966,es
"Transferencia de material para realizar actividades autorizadas al Laboratorio de Evolución de la Facultad de Ciencias de la Universidad de la República (Montevideo, Uruguay) a cargo de la dra. Ivanna Tomasco.",ircc_967,es
"Se permite el envio de muestras a un laboratorio de servicios en el exterior que hará el servicio de extracción de ADN, amplificación de ITS y secuenciación en paralelo masiva: Biome Makers de EEUU.",ircc_968,es
"Se permite el envio de muestras a un laboratorio de servicios en el exterior que hará el servicio de extracción de ADN, amplificación de ITS y secuenciación en paralelo masiva: Biome Makers de EEUU.",ircc_970,es
"Se realizarán actividades en la Universidad de Paul Sabatier (Touluse, France) responsable Dra. Melanie Roy.",ircc_971,es
"Se autoriza el envío de muestras al Dr. Thomas Gillespie en la Universidad de Emory (Atlanta, Estados Unidos)",ircc_972,es
"Se realizarán actividades en la Universidad de Paul Sabatier (Touluse, France) responsable Dra. Melanie Roy.",ircc_973,es
"Se autoriza el envío de muestras a la Universidad Federal de Espíritu Santo en Brasil, bajo la responsabilidad del Dr. Aureo Banhos dos Santos.",ircc_985,es
"La USUARIA tiene derecho a acceder a los recursos genéticos y sus productos derivados de la especie cultivada especie cultivada “cacao” ( Theobroma cacao L.) y de los microorganismos asociados, para el uso exclusivo de ejecución del proyecto “Mejora de la calidad de cacao y productos basados en cacao con perfiles de sabor sobre demanda de la “chacra a la barra de chocolate” CORNET AiF 169 EN” durante la vigencia del CONTRATO, y conforme a lo dispuesto en la Resolución Jefatural N° 194-2019-INIA en la Resolución Directoral respectiva. La USUARIA no podrá utilizar los recursos genéticos y sus derivados materia del contrato para fines distintos a los señalados. La USUARIA no podrá reclamar derechos de propiedad sobre los recursos genéticos y sus derivados objeto del Contrato. Asimismo, el contrato no otorga, expresa o implícitamente, derechos de propiedad.",ircc_1055,es
"EL USUARIO tiene derecho al acceso a los recursos genéticos y sus derivados de la especie cultivada de cacao ( Theobroma cacao ) para la ejecución del proyecto de investigación denominado: “Selección y caracterización de variedades promisorias de cacao”, para la selección de variedades promisorias. El contrato autoriza una investigación sin fines comerciales y no implica beneficio económico alguno por los resultados obtenidos. EL USUARIO deberá mantener la naturaleza del contrato y ceñirse al Plan de investigación aprobado. Cualquier modificación en la utilización de los recursos genéticos, que implique la variación de actividades no comerciales a actividades comerciales, requerirá el inicio de un nuevo procedimiento de acceso.",ircc_1248,es
"EL USUARIO tiene derecho al acceso a los recursos genéticos y sus derivados de la especie cultivada lúcuma ( Pouteria lucuma ) para la ejecución del proyecto de investigación denominado: “Estudio de extracto de Lúcuma (Pouteria lucuma) como potencial ingrediente en cosmética”. El contrato autoriza una investigación sin fines comerciales y no implica beneficio económico alguno por los resultados obtenidos. EL USUARIO deberá mantener la naturaleza del contrato y ceñirse al Plan de investigación aprobado. Cualquier modificación en la utilización de los recursos genéticos, que implique la variación de actividades no comerciales a actividades comerciales, requerirá el inicio de un nuevo procedimiento de acceso. El contrato no otorga, expresa o implícitamente al USUARIO derechos de propiedad intelectual.",ircc_1249,es
"EL USUARIO tiene derecho al acceso a los recursos genéticos y sus derivados de la especie cultivada de camu camu (Myrciaria dubia) para la ejecución del proyecto de investigación denominado: “Estudio de extracto de camu camu (Myrciaria dubia) como potencial ingrediente en cosmética”. El contrato autoriza una investigación sin fines comerciales y no implica beneficio económico alguno por los resultados obtenidos. EL USUARIO deberá mantener la naturaleza del contrato y ceñirse al Plan de investigación aprobado. Cualquier modificación en la utilización de los recursos genéticos, que implique la variación de actividades no comerciales a actividades comerciales, requerirá el inicio de un nuevo procedimiento de acceso. En caso contrario, se entenderá un acceso ilegal sancionable administrativamente, sin perjuicio de acciones civiles y penales a las que hubiere lugar. El contrato no otorga, expresa o implícitamente al USUARIO derechos de propiedad intelectual.",ircc_1250,es
"Es derecho de EL USUARIO para acceder a los recursos genéticos para investigación sin fines comerciales relacionada a desarrollar el proyecto denominado: “Actividad de nanopartículas metálicas con terpenos de Solanum grandiflorum en el control de la plaga del Zea mays L. (maíz) por Spodoptera frugiperda ”. Se autoriza la utilización de muestras biológicas de flora y fauna silvestre Solanum grandiflorum (Fam. Solanaceae) y Spodoptera frugiperda (Fam. Noctuidae) para el desarrollo del proyecto de investigación “Actividad de nanopartículas metálicas con terpenos de Solanum grandiflorum en el control de la plaga del Zea mays L. (maíz) por Spodoptera frugiperda ” cuyo propósito es aislar e identificar los metabolitos secundarios (terpenos) de la especie Solanum grandiflorum Ruiz & Pav. para utilizarlos como agentes reductores de sales metálicas para la obtención de nanopartículas de plata y evaluar la efectividad de estos nanomateriales como agentes plaguicidas a nivel de laboratorio en la especie Spodoptera frugiperda en estado larvario. La Universidad Nacional Agraria La Molina proporcionará muestras del insecto de Spodoptera frugiperda , el Laboratorio de química orgánica y Laboratorio de Investigación de Química de la Facultad de Ciencias Naturales y Matemática de la Universidad Nacional Federico Villarreal efectuará la extracción y aislamiento de terpenoides, así como la preparación de nanopartículas metálicas con extractos del Solanum grandiflorum y el Laboratorio de Productos Naturales de la Universidad de Chile, la caracterización de los terpenoides u otros metabolitos aislados. EL USUARIO no podrá solicitar patentes u otros derechos de propiedad intelectual sobre el material genético accedido o de la información derivada del acceso a dichos recursos. EL USUARIO deberá reconocer el origen peruano de los recursos genéticos autorizados y siendo el Estado Peruano el único titular de los recursos biológicos y los recursos genéticos contenidos, objeto del proyecto de investigación autorizado, obtenidas a través de las muestras colectadas, independientemente que sean conservados en condiciones ex situ , dentro o fuera del país.",ircc_1271,es
"La USUARIA tiene derecho a acceder a los recursos genéticos y sus derivados de las especies cultivadas maca ( Lepidium meyenii Walpers) y yacón ( Smalllanthus sonchifolius ) para el cumplimiento de los objetivos del proyecto de investigación “Elaboración de sachets de una combinación de extractos de Maca y Yacón: evaluación química y biológica”, dentro de los términos y vigencia del contrato N° 002-2020-MIDAGRI-INIA/DGIA. La USUARIA no podrá utilizar los recursos genéticos y sus derivados materia del contrato para fines distintos a los señalados. La USUARIA no podrá reclamar derechos de propiedad sobre los recursos genéticos y sus derivados objeto del Contrato. Asimismo, el contrato no otorga, expresa o implícitamente, a la USUARIA derechos de propiedad intelectual.",ircc_1272,es
"La USUARIA tiene derecho a acceder a los recursos genéticos y derivados de la especie cultivada “maca” ( Lepidium meyenii Walpers) para el cumplimiento de los objetivos del proyecto de investigación “Esfuerzos para el desarrollo de fármacos de plantas medicinales: Maca”, dentro de los términos y vigencia del contrato N° 001-2020-MIDAGRI-INIA/DGIA. La USUARIA no podrá utilizar los recursos genéticos y sus derivados materia del contrato para fines distintos a los señalados. La USUARIA no podrá reclamar derechos de propiedad sobre los recursos genéticos y sus derivados objeto del Contrato. Asimismo, el contrato no otorga, expresa o implícitamente, a la USUARIA derechos de propiedad intelectual.",ircc_1273,es
"Es derecho de EL USUARIO acceder únicamente a los recursos genéticos hidrobiológicos para investigación sin fines comerciales para el desarrollo del proyecto “Puntos de inflexión biogeoquímicos en el sistema de afloramiento de Humboldt”. EL USUARIO tiene derecho a acceder a los recursos genéticos hidrobiológicos de organismos fijadores de nitrógeno de muestras de agua de mar del sistema de afloramiento costero peruano para fines de investigación no comercial. Asimismo, deberán participar los profesionales designados del Instituto del Mar del Perú (IMARPE), como Institución Nacional de Apoyo (INA). Cualquier modificación en la utilización de los recursos genéticos y sus derivados accedidos, que implique la variación de las actividades no comerciales a actividades comerciales, requerirá el inicio de un nuevo procedimiento de acceso ante la Autoridad Nacional Competente. Respecto a la soberanía sobre los recursos genéticos hidrobiológicos accedidos, se deberá reconocer al Estado Peruano como titular de los recursos biológicos y los recursos genéticos contenidos en las muestras colectadas, independientemente que sean conservados en condiciones ex situ, dentro o fuera del país. Asimismo, EL USUARIO deberá reconocer el origen peruano de los recursos genéticos hidrobiológicos autorizados en las publicaciones resultantes en base a los recursos genéticos accedidos.",ircc_1380,es
"La USUARIA tiene derecho a acceder a los recursos genéticos y sus productos derivados de la especie cultivada cacao porcelana ( Theobroma cacao ) para determinar las propiedades y usos en formulaciones cosméticas, en el marco del proyecto “Estudio de extracto de Porcelana Cacao ( Theobroma cacao ) como potencial ingrediente en cosmética”. La USUARIA no podrá utilizar los recursos genéticos y sus derivados materia del contrato para fines distintos a los señalados. La USUARIA no podrá reclamar derechos de propiedad sobre los recursos genéticos y sus derivados objeto del Contrato. Asimismo, el contrato no otorga, expresa o implícitamente, a la USUARIA derechos de propiedad intelectual.",ircc_1389,es
"El material será trasladado al exterior, al Brackenridge Field Laboratory de la Universidad de Texas, Estados Unidos, sito en 2907 Lake Austin Blvd, Austin, TX 78703, con el objetivo de que sean descriptos taxonómica y molecularmente. Robert Plowes del Brackenridge Field Laboratory de la Universidad de Texas-Austin, será el receptor de las muestras y deberá confeccionar constancia de la recepción de las mismas, a presentar ante este organismo por la Dra. Folgarait",ircc_1467,es
"El proyecto se realiza en colaboración con la Universidad de Potsdam, Alemania. La cesión de los recursos genéticos a terceras personas no está permitida, ni su uso comercial o industrial.",ircc_1468,es
Todas las actividades contempladas en el proyecto: “Historia de vida y consecuencias comportamentales de la competición entre monos miriquiná solitarios y parejas”,ircc_1469,es
"Todos los estudios comportamentales, como los análisis genéticos de las hormigas y hongos referidos en este certificado, serán realizados en el Departamento de Entomología del Museo Nacional de Historia Natural, Instituto Smithsonian, en Washington DC, Estados Unidos, bajo la responsabilidad del Dr. Ted R. Schultz. Todo material que no sea utilizado será devuelto a las colecciones del MACN. El usuario no podrá transferir a terceros el material sin la autorización por escrito del proveedor. En caso de autorizarse por el Proveedor el tercero quedará obligado en los mismos términos establecidos en el Certificado de Cumplimiento presente.",ircc_1470,es
"Se enviarán los extractos de ADN de guanacos para que sean genotipados en la Animal Production and Health Laboratory (APHL) de la división de Articulación de la FAO/IAEA (Seibersdorf, Austria), donde se realizarán los screening genómicos usando el microarray 60K SNPs de camélidos. Los remanentes de los extractos de ADN serán devueltos o destruidos. Las muestras se utilizarán únicamente con fines de investigación y no tendrán valor comercial",ircc_1471,es
"Se autoriza únicamente la exportación del material a la empresa Ilumina en San Diego, Estados Unidos para realizar la secuenciación de ADN, y se deja expresamente establecido que ninguna muestra del patrimonio genético remitido podrá ser prestado o transferido a terceros por la institución destinataria, sin previa autorización, y ninguna parte o subproducto puede ser restado o cedido a otro investigador o institución sin la previa tramitación de una autorización escrita. Los terceros no contemplados que soliciten una muestra deberán hacerlo por escrito y la solicitud deberá ser autorizada por el Ministerio de Ambiente y Cambio Climático de la Provincia de Santa Fe.",ircc_1472,es
"Se permite la transferencia a Diana di Gioia y Daniele Alberoni, de la Universidad de Bologna, Italia para realizar actividades en el marco del proyecto ""Prospección de insectos apoideos como fuente de nuevas especies bacterianas"".",ircc_1473,es
Extracción de ADN total de las muestras listadas para su análisis metagenómico con técnicas de secuenciación de nueva generación (NGS lumina). Amplificación de región ITS para la determinación de organismos fúngicos presentes y el análisis comparativo de las comunidades microbianas de rodales sintomáticos y asintomáticos.,ircc_1474,es
Sólo están autorizados a realizar actividades los investigadores que forman parte del equipo de investigación del proyecto.,ircc_1475,es
Sólo están autorizados a realizar actividades los investigadores que forman parte del equipo de investigación del proyecto.,ircc_1476,es
Sólo están autorizados a realizar actividades los investigadores que forman parte del equipo de investigación del proyecto.,ircc_1477,es
Secuencias genómicas - No requiere transferencia a terceros,ircc_1478,es
"Se enviarán los extractos de ADN de guanacos para que sean genotipados en la Animal Production and Health Laboratory (APHL) de la división de Articulación de la FAO/IAEA (Seibersdorf, Austria), donde se realizarán los screening genómicos usando el microarray 60K SNPs de camélidos. Los remanentes de los extractos de ADN serán devueltos o destruidos. Las muestras se utilizarán únicamente con fines de investigación y no tendrán valor comercial",ircc_1479,es
"Se enviarán los extractos de ADN de guanacos para que sean genotipados en la Animal Production and Health Laboratory (APHL) de la división de Articulación de la FAO/IAEA (Seibersdorf, Austria), donde se realizarán los screening genómicos usando el microarray 60K SNPs de camélidos. Los remanentes de los extractos de ADN serán devueltos o destruidos. Las muestras se utilizarán únicamente con fines de investigación y no tendrán valor comercial",ircc_1480,es
"Cultivo en medios agarizados y sólidos; luego herborizadas y depositadas en el Herbario del Centro de Investigación y Extensión Forestal Andino Patagónico (CIEFAP). Asimismo, parte de estas muestras serán liofilizadas para realizar los análisis nutricionales. Por tanto, se autoriza el traslado de las muestras liofilizadas a Portugal y España.",ircc_1481,es
"Se autoriza el depósito del material en la colección de microorganismos internacional “CBS-KNAW Culture Collection”. No obstante, la usuaria no podrá transferir a otras partes el material sin la autorización por escrito del proveedor.",ircc_1482,es
Transferencia de material y permiso de liberación a Landcare Research en Nueva Zelanda,ircc_1483,es
"Fernando Luis PIECKENSTAIN deberá elaborar y girar a la Dirección de Flora y Fauna un informe con los resultados de la utilización del material y adjuntando la constancia de recepción de las muestras depositadas en el Instituto Leibniz DSZM-Colección Alemana de Microorganismos y Cultivos Celulares GmbH (Alemania), Colección Belga Coordinada de Cultivos de Microorganismos (Bélgica) u otra colección de cultivo internacional oficial.",ircc_1484,es
